stock_id,name,cash
sz.000001,平安银行,8456.644000000006
sz.000002,万科A,9298.982
sz.000063,中兴通讯,11635.54600000001
sz.000069,华侨城A,9802.478
sz.000100,TCL科技,9395.495999999994
sz.000157,中联重科,9839.976000000002
sz.000166,申万宏源,10215.708000000002
sz.000301,东方盛虹,7961.833999999995
sz.000333,美的集团,10426.014000000003
sz.000338,潍柴动力,9678.847999999994
sz.000408,藏格矿业,8601.062000000005
sz.000538,云南白药,9417.814
sz.000568,泸州老窖,0.0
sz.000596,古井贡酒,0.0
sz.000617,中油资本,11321.050000000003
sz.000625,长安汽车,9645.225999999999
sz.000651,格力电器,8937.652
sz.000661,长春高新,0.0
sz.000708,中信特钢,8389.942
sz.000723,美锦能源,6654.2059999999965
sz.000725,京东方A,10095.441999999997
sz.000733,振华科技,7268.354000000001
sz.000768,中航西飞,8593.044000000002
sz.000776,广发证券,10347.576
sz.000786,北新建材,10839.764000000001
sz.000792,盐湖股份,7022.790000000002
sz.000800,一汽解放,9834.862000000001
sz.000858,五粮液,0.0
sz.000876,新希望,9476.116000000005
sz.000877,天山股份,10102.366000000005
sz.000895,双汇发展,9333.597999999998
sz.000938,紫光股份,9740.093999999997
sz.000963,华东医药,7694.469999999996
sz.000977,浪潮信息,11658.927999999996
sz.001289,龙源电力,9239.823999999993
sz.002001,新和成,7776.149999999998
sz.002007,华兰生物,10595.022
sz.002027,分众传媒,10319.618000000006
sz.002049,紫光国微,9495.974
sz.002050,三花智控,7982.918
sz.002064,华峰化学,9647.392000000002
sz.002074,国轩高科,6885.858
sz.002120,韵达股份,6192.384000000004
sz.002129,TCL中环,6530.334000000003
sz.002142,宁波银行,10349.409999999998
sz.002179,中航光电,8336.209999999997
sz.002180,纳思达,8343.608
sz.002202,金风科技,8359.376000000002
sz.002230,科大讯飞,10879.21
sz.002236,大华股份,10049.335999999996
sz.002241,歌尔股份,7201.026000000003
sz.002252,上海莱士,10671.364000000001
sz.002271,东方雨虹,10840.487999999998
sz.002304,洋河股份,0.0
sz.002311,海大集团,9181.437999999995
sz.002352,顺丰控股,9055.417999999998
sz.002371,北方华创,0.0
sz.002410,广联达,6046.607999999997
sz.002414,高德红外,8037.641999999994
sz.002415,海康威视,7810.286000000002
sz.002459,晶澳科技,8171.5239999999985
sz.002460,赣锋锂业,7563.730000000002
sz.002466,天齐锂业,7357.853999999999
sz.002475,立讯精密,8589.804000000004
sz.002493,荣盛石化,9926.239999999998
sz.002555,三七互娱,8965.006000000001
sz.002594,比亚迪,0.0
sz.002601,龙佰集团,7707.164000000001
sz.002648,卫星化学,6824.1959999999945
sz.002709,天赐材料,8739.975999999999
sz.002714,牧原股份,7317.0660000000025
sz.002736,国信证券,10616.399999999998
sz.002756,永兴材料,7889.468000000001
sz.002812,恩捷股份,10167.75
sz.002821,凯莱英,0.0
sz.002841,视源股份,7274.232000000003
sz.002916,深南电路,9905.751999999993
sz.002920,德赛西威,0.0
sz.002938,鹏鼎控股,6484.346000000001
sz.003816,中国广核,9954.724000000002
sz.300014,亿纬锂能,7440.998000000002
sz.300015,爱尔眼科,6078.010000000002
sz.300033,同花顺,9162.096
sz.300059,东方财富,10819.650000000003
sz.300122,智飞生物,5836.030000000001
sz.300124,汇川技术,7995.233999999992
sz.300142,沃森生物,5806.863999999999
sz.300207,欣旺达,9789.133999999998
sz.300223,北京君正,9066.893999999997
sz.300274,阳光电源,9971.538
sz.300316,晶盛机电,6881.113999999998
sz.300347,泰格医药,7597.549999999996
sz.300408,三环集团,9916.690000000006
sz.300413,芒果超媒,8941.540000000005
sz.300433,蓝思科技,9302.974000000006
sz.300450,先导智能,6209.452000000001
sz.300454,深信服,9988.012
sz.300496,中科创达,9669.376
sz.300498,温氏股份,8925.955999999998
sz.300601,康泰生物,8776.660000000003
sz.300628,亿联网络,11427.738000000005
sz.300661,圣邦股份,9339.816
sz.300750,宁德时代,0.0
sz.300751,迈为股份,0.0
sz.300759,康龙化成,8844.860000000004
