stock_id,name,cash
sh.600276,恒瑞医药,16692.051999999996
sh.600309,万华化学,29639.449999999997
sh.600332,白云山,19954.76
sh.600346,恒力石化,13504.428000000002
sh.600362,江西铜业,17085.77800000001
sh.600383,金地集团,21828.041999999994
sh.600406,国电南瑞,19790.57199999999
sh.600426,华鲁恒升,26674.015999999992
sh.600436,片仔癀,0.0
sh.600438,通威股份,19787.587999999996
sh.600460,士兰微,22359.787999999997
sh.600519,贵州茅台,0.0
sh.600547,山东黄金,19583.71
sh.600570,恒生电子,11862.473999999997
sh.600584,长电科技,15722.335999999994
sh.600585,海螺水泥,16682.742
sh.600588,用友网络,17313.208000000002
sh.600600,青岛啤酒,19633.928
sh.600660,福耀玻璃,21739.183999999997
sh.600674,川投能源,20948.998
sh.600732,爱旭股份,17480.469999999998
sh.600741,华域汽车,14542.557999999997
sh.600745,闻泰科技,17300.006
sh.600754,锦江酒店,20349.634000000013
sh.600760,中航沈飞,15254.629999999983
sh.600763,通策医疗,38556.902
sh.600795,国电电力,20043.476000000002
sh.600803,新奥股份,19469.344000000005
sh.600809,山西汾酒,24050.685999999998
sh.600837,海通证券,19322.681999999986
sh.600845,宝信软件,13741.372
sh.600875,东方电气,20456.643999999993
sh.600884,杉杉股份,23484.593999999997
sh.600886,国投电力,19316.13799999999
sh.600887,伊利股份,20044.935999999994
sh.600893,航发动力,25518.767999999996
sh.600900,长江电力,19748.23199999999
sh.600905,三峡能源,19704.618000000002
sh.600918,中泰证券,19991.321999999996
sh.600919,江苏银行,19749.847999999998
sh.600926,杭州银行,20368.136
sh.600958,东方证券,19934.91
sh.600989,宝丰能源,22293.54
sh.600999,招商证券,20200.073999999997
sh.601006,大秦铁路,19628.119999999988
sh.601009,南京银行,20047.180000000008
sh.601012,隆基绿能,16675.805999999993
sh.601021,春秋航空,19864.282000000003
sh.601066,中信建投,17225.454
sh.601088,中国神华,20248.112
sh.601100,恒立液压,17637.702000000005
sh.601111,中国国航,19506.372000000003
sh.601117,中国化学,20896.52199999999
sh.601138,工业富联,19312.816
sh.601155,新城控股,25666.604
sh.601166,兴业银行,24869.40000000001
sh.601169,北京银行,19456.63999999999
sh.601186,中国铁建,20505.68800000001
sh.601211,国泰君安,19235.505999999998
sh.601216,君正集团,19689.636000000002
sh.601225,陕西煤业,20190.216000000015
sh.601229,上海银行,19773.061999999998
sh.601236,红塔证券,18755.107999999997
sh.601238,广汽集团,18358.464000000004
sh.601288,农业银行,19533.692000000017
sh.601318,中国平安,15534.503999999994
sh.601319,中国人保,17645.858
sh.601328,交通银行,20039.10400000001
sh.601336,新华保险,19068.242
sh.601360,三六零,16791.104
sh.601377,兴业证券,19076.52
sh.601390,中国中铁,20112.346000000016
sh.601398,工商银行,19083.868000000006
sh.601600,中国铝业,19992.350000000013
sh.601601,中国太保,22008.582
sh.601607,上海医药,17559.397999999983
sh.601615,明阳智能,18351.189999999984
sh.601618,中国中冶,20654.009999999977
sh.601628,中国人寿,19699.480000000007
sh.601633,长城汽车,19205.701999999997
sh.601658,邮储银行,19877.832000000002
sh.601668,中国建筑,19996.994
sh.601669,中国电建,20003.518000000022
sh.601688,华泰证券,19938.659999999996
sh.601689,拓普集团,19928.57400000001
sh.601698,中国卫通,17449.36200000001
sh.601699,潞安环能,22309.836000000007
sh.601728,中国电信,19836.647999999997
sh.601766,中国中车,20034.57
sh.601788,光大证券,15388.801999999996
sh.601799,星宇股份,22145.84799999999
sh.601800,中国交建,20761.123999999993
sh.601808,中海油服,21802.516
sh.601816,京沪高铁,19686.608000000007
sh.601818,光大银行,19699.23399999999
sh.601838,成都银行,19979.576000000005
sh.601857,中国石油,19828.73800000001
sh.601865,福莱特,18927.77600000001
sh.601868,中国能建,19980.553999999996
sh.601872,招商轮船,19564.672000000002
sh.601877,正泰电器,24476.438000000002
sh.601878,浙商证券,19996.93399999999
sh.601881,中国银河,20181.574000000004
sh.601888,中国中免,27658.513999999996
sh.601898,中煤能源,20898.954
sh.601899,紫金矿业,19520.644000000004
sh.601901,方正证券,18626.914
sh.601919,中远海控,24664.342000000015
sh.601939,建设银行,19582.234
sh.601985,中国核电,21115.867999999995
sh.601988,中国银行,19491.131999999987
sh.601989,中国重工,19652.08599999999
sh.601995,中金公司,17783.449999999997
sh.601998,中信银行,19838.664
sh.603019,中科曙光,19515.145999999997
sh.603185,弘元绿能,27406.325999999997
sh.603195,公牛集团,21767.700000000004
sh.603259,药明康德,19344.55000000001
sh.603260,合盛硅业,37360.283999999985
sh.603288,海天味业,18670.609999999993
sh.603290,斯达半导,20605.093999999997
sh.603369,今世缘,18594.06599999999
sh.603392,万泰生物,20360.264
sh.603486,科沃斯,33343.768
sh.603501,韦尔股份,22964.008
sh.603659,璞泰来,20422.272000000008
sh.603799,华友钴业,17365.462000000003
sh.603806,福斯特,20326.124000000003
sh.603833,欧派家居,17572.425999999992
sh.603899,晨光股份,25640.209999999992
sh.603986,兆易创新,17696.155999999995
sh.603993,洛阳钼业,20623.237999999994
sh.605117,德业股份,33174.47799999999
sh.605499,东鹏饮料,20385.052000000003
sh.688005,容百科技,28793.358000000022
sh.688008,澜起科技,16794.26999999999
sh.688012,中微公司,25165.48799999999
sh.688036,传音控股,22623.33599999999
sh.688065,凯赛生物,21401.967999999993
sh.688111,金山办公,0.0
sh.688126,沪硅产业,17360.699999999993
sh.688187,时代电气,23699.002000000004
sh.688303,大全能源,21008.426000000007
sh.688363,华熙生物,17628.951999999997
sh.688396,华润微,26632.97
sh.688561,奇安信,18266.04
sh.688599,天合光能,25087.149999999994
sh.688981,中芯国际,18334.482
