stock_id,name,cash
sh.600754,锦江酒店,10388.571999999996
sh.600760,中航沈飞,8945.591999999997
sh.600763,通策医疗,0.0
sh.600795,国电电力,10045.610000000002
sh.600809,山西汾酒,0.0
sh.600837,海通证券,9287.587999999996
sh.600845,宝信软件,8780.683999999997
sh.600875,东方电气,12481.185999999998
sh.600884,杉杉股份,9720.117999999999
sh.600886,国投电力,9426.53599999999
sh.600887,伊利股份,8419.384000000002
sh.600893,航发动力,9094.988000000001
sh.600905,三峡能源,9461.127999999997
sh.600918,中泰证券,10428.190000000004
sh.600919,江苏银行,9998.480000000001
sh.600926,杭州银行,10041.432
sh.600941,中国移动,10719.233999999999
sh.600958,东方证券,10445.542000000001
sh.600989,宝丰能源,8516.519999999997
sh.600999,招商证券,10109.522000000004
sh.601006,大秦铁路,9880.519999999993
sh.601009,南京银行,9810.676
sh.601012,隆基绿能,5633.889999999998
sh.601021,春秋航空,10718.360000000004
sh.601066,中信建投,10287.31
sh.601088,中国神华,11106.74599999999
sh.601100,恒立液压,5889.388
sh.601111,中国国航,10085.870000000006
sh.601117,中国化学,9534.357999999998
sh.601138,工业富联,9625.684
sh.601155,新城控股,9117.702000000003
sh.601166,兴业银行,8881.437999999991
sh.601169,北京银行,9872.383999999995
sh.601186,中国铁建,10626.129999999997
sh.601211,国泰君安,8432.761999999999
sh.601216,君正集团,10047.620000000003
sh.601225,陕西煤业,9783.496000000005
sh.601229,上海银行,9299.80600000001
sh.601238,广汽集团,8928.44
sh.601288,农业银行,10087.083999999995
sh.601318,中国平安,10168.779999999999
sh.601319,中国人保,10036.023999999998
sh.601328,交通银行,10162.722000000002
sh.601336,新华保险,9672.447999999997
sh.601360,三六零,9614.865999999998
sh.601390,中国中铁,10888.983999999993
sh.601398,工商银行,10036.492
sh.601600,中国铝业,9298.009999999998
sh.601601,中国太保,9840.957999999995
sh.601607,上海医药,9283.944000000001
sh.601615,明阳智能,7165.760000000006
sh.601618,中国中冶,10112.946
sh.601628,中国人寿,10762.003999999997
sh.601633,长城汽车,12152.809999999998
sh.601658,邮储银行,9719.931999999992
sh.601668,中国建筑,10165.21000000001
sh.601669,中国电建,9987.454000000002
sh.601688,华泰证券,10677.974000000006
sh.601689,拓普集团,11423.565999999995
sh.601698,中国卫通,9639.132000000003
sh.601699,潞安环能,9182.049999999997
sh.601728,中国电信,9457.495999999996
sh.601766,中国中车,10087.251999999995
sh.601788,光大证券,11757.289999999997
sh.601799,星宇股份,0.0
sh.601800,中国交建,10768.238000000003
sh.601808,中海油服,12501.059999999998
sh.601816,京沪高铁,10038.659999999994
sh.601818,光大银行,9845.649999999994
sh.601838,成都银行,8962.588000000002
sh.601857,中国石油,9762.611999999997
sh.601865,福莱特,8123.627999999997
sh.601868,中国能建,9854.984
sh.601872,招商轮船,10625.919999999998
sh.601877,正泰电器,9753.982000000005
sh.601878,浙商证券,7140.794000000002
sh.601881,中国银河,9840.728
sh.601888,中国中免,0.0
sh.601898,中煤能源,8644.558000000005
sh.601899,紫金矿业,8554.822000000002
sh.601901,方正证券,9972.922
sh.601919,中远海控,8388.126000000002
sh.601939,建设银行,9749.873999999998
sh.601985,中国核电,10505.919999999995
sh.601988,中国银行,9725.540000000005
sh.601989,中国重工,9513.143999999993
sh.601995,中金公司,9425.328000000001
sh.601998,中信银行,10138.921999999995
sh.603019,中科曙光,7752.604000000001
sh.603185,弘元绿能,0.0
sh.603195,公牛集团,0.0
sh.603259,药明康德,8436.024000000001
sh.603260,合盛硅业,14115.468
sh.603288,海天味业,7891.689999999999
sh.603290,斯达半导,0.0
sh.603369,今世缘,9203.496000000003
sh.603392,万泰生物,0.0
sh.603486,科沃斯,7483.767999999999
sh.603501,韦尔股份,9719.092000000002
sh.603659,璞泰来,7653.630000000001
sh.603799,华友钴业,10780.957999999999
sh.603806,福斯特,9927.184000000001
sh.603833,欧派家居,11642.112000000001
sh.603899,晨光股份,8437.504
sh.603986,兆易创新,11118.908
sh.603993,洛阳钼业,9434.239999999996
sh.605117,德业股份,0.0
sh.605499,东鹏饮料,0.0
sh.688005,容百科技,10914.216
sh.688008,澜起科技,8718.836
sh.688012,中微公司,0.0
sh.688036,传音控股,10184.971999999998
sh.688065,凯赛生物,7894.458000000001
sh.688111,金山办公,0.0
sh.688126,沪硅产业,7734.542000000003
sh.688187,时代电气,9191.887999999999
sh.688223,晶科能源,9420.347999999994
sh.688303,大全能源,11447.565999999999
sh.688363,华熙生物,0.0
sh.688396,华润微,9088.668000000003
sh.688561,奇安信,4866.474000000001
sh.688599,天合光能,10321.81
sh.688981,中芯国际,7130.399999999997
